"Step","GCN_features-16_layers-2_lr-0.0001 - test_accuracy","GCN_features-16_layers-2_lr-0.0001 - test_accuracy__MIN","GCN_features-16_layers-2_lr-0.0001 - test_accuracy__MAX","GCN_features-16_layers-2_lr-0.001 - test_accuracy","GCN_features-16_layers-2_lr-0.001 - test_accuracy__MIN","GCN_features-16_layers-2_lr-0.001 - test_accuracy__MAX","GCN_features-16_layers-2_lr-0.01 - test_accuracy","GCN_features-16_layers-2_lr-0.01 - test_accuracy__MIN","GCN_features-16_layers-2_lr-0.01 - test_accuracy__MAX","GCN_features-16_layers-1_lr-0.0001 - test_accuracy","GCN_features-16_layers-1_lr-0.0001 - test_accuracy__MIN","GCN_features-16_layers-1_lr-0.0001 - test_accuracy__MAX","GCN_features-16_layers-1_lr-0.001 - test_accuracy","GCN_features-16_layers-1_lr-0.001 - test_accuracy__MIN","GCN_features-16_layers-1_lr-0.001 - test_accuracy__MAX","GCN_features-16_layers-1_lr-0.01 - test_accuracy","GCN_features-16_layers-1_lr-0.01 - test_accuracy__MIN","GCN_features-16_layers-1_lr-0.01 - test_accuracy__MAX","GCN_features-16_layers-0_lr-0.0001 - test_accuracy","GCN_features-16_layers-0_lr-0.0001 - test_accuracy__MIN","GCN_features-16_layers-0_lr-0.0001 - test_accuracy__MAX","GCN_features-16_layers-0_lr-0.001 - test_accuracy","GCN_features-16_layers-0_lr-0.001 - test_accuracy__MIN","GCN_features-16_layers-0_lr-0.001 - test_accuracy__MAX","GCN_features-16_layers-0_lr-0.01 - test_accuracy","GCN_features-16_layers-0_lr-0.01 - test_accuracy__MIN","GCN_features-16_layers-0_lr-0.01 - test_accuracy__MAX","GCN_features-8_layers-2_lr-0.0001 - test_accuracy","GCN_features-8_layers-2_lr-0.0001 - test_accuracy__MIN","GCN_features-8_layers-2_lr-0.0001 - test_accuracy__MAX"
"20","0.5199999809265137","0.5199999809265137","0.5199999809265137","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5839999914169312","0.5839999914169312","0.5839999914169312","0.5139999985694885","0.5139999985694885","0.5139999985694885","0.5059999823570251","0.5059999823570251","0.5059999823570251","0.5950000286102295","0.5950000286102295","0.5950000286102295","0.7210000157356262","0.7210000157356262","0.7210000157356262","0.7429999709129333","0.7429999709129333","0.7429999709129333","0.6230000257492065","0.6230000257492065","0.6230000257492065","0.7170000076293945","0.7170000076293945","0.7170000076293945"
"21","0.5130000114440918","0.5130000114440918","0.5130000114440918","0.5199999809265137","0.5199999809265137","0.5199999809265137","0.5709999799728394","0.5709999799728394","0.5709999799728394","0.5049999952316284","0.5049999952316284","0.5049999952316284","0.5370000004768372","0.5370000004768372","0.5370000004768372","0.6110000014305115","0.6110000014305115","0.6110000014305115","0.7149999737739563","0.7149999737739563","0.7149999737739563","0.734000027179718","0.734000027179718","0.734000027179718","0.609000027179718","0.609000027179718","0.609000027179718","0.7310000061988831","0.7310000061988831","0.7310000061988831"
"22","0.5370000004768372","0.5370000004768372","0.5370000004768372","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5860000252723694","0.5860000252723694","0.5860000252723694","0.5180000066757202","0.5180000066757202","0.5180000066757202","0.5230000019073486","0.5230000019073486","0.5230000019073486","0.6010000109672546","0.6010000109672546","0.6010000109672546","0.7279999852180481","0.7279999852180481","0.7279999852180481","0.746999979019165","0.746999979019165","0.746999979019165","0.6790000200271606","0.6790000200271606","0.6790000200271606","0.7279999852180481","0.7279999852180481","0.7279999852180481"
"23","0.5440000295639038","0.5440000295639038","0.5440000295639038","0.5239999890327454","0.5239999890327454","0.5239999890327454","0.574999988079071","0.574999988079071","0.574999988079071","0.5080000162124634","0.5080000162124634","0.5080000162124634","0.5410000085830688","0.5410000085830688","0.5410000085830688","0.6079999804496765","0.6079999804496765","0.6079999804496765","0.7310000061988831","0.7310000061988831","0.7310000061988831","0.7350000143051147","0.7350000143051147","0.7350000143051147","0.6819999814033508","0.6819999814033508","0.6819999814033508","0.7369999885559082","0.7369999885559082","0.7369999885559082"
"24","0.5260000228881836","0.5260000228881836","0.5260000228881836","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5830000042915344","0.5830000042915344","0.5830000042915344","0.5180000066757202","0.5180000066757202","0.5180000066757202","0.46799999475479126","0.46799999475479126","0.46799999475479126","0.6079999804496765","0.6079999804496765","0.6079999804496765","0.7429999709129333","0.7429999709129333","0.7429999709129333","0.7590000033378601","0.7590000033378601","0.7590000033378601","0.7089999914169312","0.7089999914169312","0.7089999914169312","0.7300000190734863","0.7300000190734863","0.7300000190734863"
"25","0.5410000085830688","0.5410000085830688","0.5410000085830688","0.5260000228881836","0.5260000228881836","0.5260000228881836","0.5669999718666077","0.5669999718666077","0.5669999718666077","0.515999972820282","0.515999972820282","0.515999972820282","0.4790000319480896","0.4790000319480896","0.4790000319480896","0.6159999966621399","0.6159999966621399","0.6159999966621399","0.7360000014305115","0.7360000014305115","0.7360000014305115","0.7459999918937683","0.7459999918937683","0.7459999918937683","0.6830000281333923","0.6830000281333923","0.6830000281333923","0.7490000128746033","0.7490000128746033","0.7490000128746033"
"26","0.5519999861717224","0.5519999861717224","0.5519999861717224","0.527999997138977","0.527999997138977","0.527999997138977","0.5889999866485596","0.5889999866485596","0.5889999866485596","0.5199999809265137","0.5199999809265137","0.5199999809265137","0.4710000157356262","0.4710000157356262","0.4710000157356262","0.6179999709129333","0.6179999709129333","0.6179999709129333","0.746999979019165","0.746999979019165","0.746999979019165","0.7630000114440918","0.7630000114440918","0.7630000114440918","0.7139999866485596","0.7139999866485596","0.7139999866485596","0.7329999804496765","0.7329999804496765","0.7329999804496765"
"27","0.550000011920929","0.550000011920929","0.550000011920929","0.527999997138977","0.527999997138977","0.527999997138977","0.5690000057220459","0.5690000057220459","0.5690000057220459","0.5180000066757202","0.5180000066757202","0.5180000066757202","0.4950000047683716","0.4950000047683716","0.4950000047683716","0.625","0.625","0.625","0.7329999804496765","0.7329999804496765","0.7329999804496765","0.75","0.75","0.75","0.6980000138282776","0.6980000138282776","0.6980000138282776","0.7549999952316284","0.7549999952316284","0.7549999952316284"
"28","0.5249999761581421","0.5249999761581421","0.5249999761581421","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.593999981880188","0.593999981880188","0.593999981880188","0.5199999809265137","0.5199999809265137","0.5199999809265137","0.48900002241134644","0.48900002241134644","0.48900002241134644","0.6449999809265137","0.6449999809265137","0.6449999809265137","0.7480000257492065","0.7480000257492065","0.7480000257492065","0.7689999938011169","0.7689999938011169","0.7689999938011169","0.7149999737739563","0.7149999737739563","0.7149999737739563","0.7400000095367432","0.7400000095367432","0.7400000095367432"
"29","0.5350000262260437","0.5350000262260437","0.5350000262260437","0.5360000133514404","0.5360000133514404","0.5360000133514404","0.5680000185966492","0.5680000185966492","0.5680000185966492","0.5189999938011169","0.5189999938011169","0.5189999938011169","0.515999972820282","0.515999972820282","0.515999972820282","0.6639999747276306","0.6639999747276306","0.6639999747276306","0.7369999885559082","0.7369999885559082","0.7369999885559082","0.7549999952316284","0.7549999952316284","0.7549999952316284","0.6970000267028809","0.6970000267028809","0.6970000267028809","0.7590000033378601","0.7590000033378601","0.7590000033378601"
