"Step","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MAX","GAT-num_clients_8-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy","GAT-num_clients_8-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MIN","GAT-num_clients_8-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MAX","GAT-num_clients_4-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy","GAT-num_clients_4-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MIN","GAT-num_clients_4-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MAX","GAT-num_clients_2-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy","GAT-num_clients_2-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MIN","GAT-num_clients_2-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MAX"
"22","0.8130000233650208","0.8130000233650208","0.8130000233650208","0.8029999732971191","0.8029999732971191","0.8029999732971191","0.7829999923706055","0.7829999923706055","0.7829999923706055","0.7799999713897705","0.7799999713897705","0.7799999713897705"
"23","0.8130000233650208","0.8130000233650208","0.8130000233650208","0.8079999685287476","0.8079999685287476","0.8079999685287476","0.7880000472068787","0.7880000472068787","0.7880000472068787","0.7860000133514404","0.7860000133514404","0.7860000133514404"
"24","0.8069999814033508","0.8069999814033508","0.8069999814033508","0.8019999861717224","0.8019999861717224","0.8019999861717224","0.7940000295639038","0.7940000295639038","0.7940000295639038","0.7880000472068787","0.7880000472068787","0.7880000472068787"
"25","0.8100000023841858","0.8100000023841858","0.8100000023841858","0.8069999814033508","0.8069999814033508","0.8069999814033508","0.7920000553131104","0.7920000553131104","0.7920000553131104","0.7739999890327454","0.7739999890327454","0.7739999890327454"
"26","0.8109999895095825","0.8109999895095825","0.8109999895095825","0.8069999814033508","0.8069999814033508","0.8069999814033508","0.7900000214576721","0.7900000214576721","0.7900000214576721","0.7900000214576721","0.7900000214576721","0.7900000214576721"
"27","0.8090000152587891","0.8090000152587891","0.8090000152587891","0.8000000715255737","0.8000000715255737","0.8000000715255737","0.7900000214576721","0.7900000214576721","0.7900000214576721","0.7929999232292175","0.7929999232292175","0.7929999232292175"
"28","0.8090000152587891","0.8090000152587891","0.8090000152587891","0.8069999814033508","0.8069999814033508","0.8069999814033508","0.7910000085830688","0.7910000085830688","0.7910000085830688","0.796000063419342","0.796000063419342","0.796000063419342"
"29","0.8090000152587891","0.8090000152587891","0.8090000152587891","0.8059999942779541","0.8059999942779541","0.8059999942779541","0.7900000214576721","0.7900000214576721","0.7900000214576721","0.781000018119812","0.781000018119812","0.781000018119812"
"30","0.8100000023841858","0.8100000023841858","0.8100000023841858","0.8019999861717224","0.8019999861717224","0.8019999861717224","0.7839999794960022","0.7839999794960022","0.7839999794960022","0.7940000295639038","0.7940000295639038","0.7940000295639038"
"31","0.8090000152587891","0.8090000152587891","0.8090000152587891","0.8009999394416809","0.8009999394416809","0.8009999394416809","0.7880000472068787","0.7880000472068787","0.7880000472068787","0.796000063419342","0.796000063419342","0.796000063419342"
"32","0.8079999685287476","0.8079999685287476","0.8079999685287476","0.8029999732971191","0.8029999732971191","0.8029999732971191","0.7839999794960022","0.7839999794960022","0.7839999794960022","0.7880000472068787","0.7880000472068787","0.7880000472068787"
"33","0.8100000023841858","0.8100000023841858","0.8100000023841858","0.8000000715255737","0.8000000715255737","0.8000000715255737","0.7900000214576721","0.7900000214576721","0.7900000214576721","0.7910000085830688","0.7910000085830688","0.7910000085830688"
"34","0.8039999604225159","0.8039999604225159","0.8039999604225159","0.7990000247955322","0.7990000247955322","0.7990000247955322","0.7880000472068787","0.7880000472068787","0.7880000472068787","0.7889999151229858","0.7889999151229858","0.7889999151229858"
"35","0.8069999814033508","0.8069999814033508","0.8069999814033508","0.8019999861717224","0.8019999861717224","0.8019999861717224","0.7940000295639038","0.7940000295639038","0.7940000295639038","0.781000018119812","0.781000018119812","0.781000018119812"
"36","0.8109999895095825","0.8109999895095825","0.8109999895095825","0.8009999394416809","0.8009999394416809","0.8009999394416809","0.7910000085830688","0.7910000085830688","0.7910000085830688","0.7839999794960022","0.7839999794960022","0.7839999794960022"
"37","0.8069999814033508","0.8069999814033508","0.8069999814033508","0.8000000715255737","0.8000000715255737","0.8000000715255737","0.7940000295639038","0.7940000295639038","0.7940000295639038","0.7900000214576721","0.7900000214576721","0.7900000214576721"
"38","0.8090000152587891","0.8090000152587891","0.8090000152587891","0.8009999394416809","0.8009999394416809","0.8009999394416809","0.7929999232292175","0.7929999232292175","0.7929999232292175","0.7870000004768372","0.7870000004768372","0.7870000004768372"
"39","0.8090000152587891","0.8090000152587891","0.8090000152587891","0.8009999394416809","0.8009999394416809","0.8009999394416809","0.7860000133514404","0.7860000133514404","0.7860000133514404","0.7850000262260437","0.7850000262260437","0.7850000262260437"
"40","0.8090000152587891","0.8090000152587891","0.8090000152587891","0.8029999732971191","0.8029999732971191","0.8029999732971191","0.7969999313354492","0.7969999313354492","0.7969999313354492","0.7770000100135803","0.7770000100135803","0.7770000100135803"
"41","0.8050000071525574","0.8050000071525574","0.8050000071525574","0.7979999780654907","0.7979999780654907","0.7979999780654907","0.796000063419342","0.796000063419342","0.796000063419342","0.7880000472068787","0.7880000472068787","0.7880000472068787"
"42","0.8079999685287476","0.8079999685287476","0.8079999685287476","0.8059999942779541","0.8059999942779541","0.8059999942779541","0.7969999313354492","0.7969999313354492","0.7969999313354492","0.7839999794960022","0.7839999794960022","0.7839999794960022"
"43","0.8050000071525574","0.8050000071525574","0.8050000071525574","0.8019999861717224","0.8019999861717224","0.8019999861717224","0.7920000553131104","0.7920000553131104","0.7920000553131104","0.781000018119812","0.781000018119812","0.781000018119812"
"44","0.8119999766349792","0.8119999766349792","0.8119999766349792","0.8029999732971191","0.8029999732971191","0.8029999732971191","0.7910000085830688","0.7910000085830688","0.7910000085830688","0.7860000133514404","0.7860000133514404","0.7860000133514404"
"45","0.8079999685287476","0.8079999685287476","0.8079999685287476","0.7979999780654907","0.7979999780654907","0.7979999780654907","0.7860000133514404","0.7860000133514404","0.7860000133514404","0.7850000262260437","0.7850000262260437","0.7850000262260437"
"46","0.8069999814033508","0.8069999814033508","0.8069999814033508","0.7950000166893005","0.7950000166893005","0.7950000166893005","0.7920000553131104","0.7920000553131104","0.7920000553131104","0.7799999713897705","0.7799999713897705","0.7799999713897705"
"47","0.8039999604225159","0.8039999604225159","0.8039999604225159","0.7990000247955322","0.7990000247955322","0.7990000247955322","0.7889999151229858","0.7889999151229858","0.7889999151229858","0.7900000214576721","0.7900000214576721","0.7900000214576721"
"48","0.8059999942779541","0.8059999942779541","0.8059999942779541","0.7990000247955322","0.7990000247955322","0.7990000247955322","0.7910000085830688","0.7910000085830688","0.7910000085830688","0.7799999713897705","0.7799999713897705","0.7799999713897705"
"49","0.8029999732971191","0.8029999732971191","0.8029999732971191","0.7940000295639038","0.7940000295639038","0.7940000295639038","0.7870000004768372","0.7870000004768372","0.7870000004768372","0.7880000472068787","0.7880000472068787","0.7880000472068787"
