"Step","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MAX","GAT-num_clients_8-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy","GAT-num_clients_8-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MIN","GAT-num_clients_8-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MAX","GAT-num_clients_4-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy","GAT-num_clients_4-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MIN","GAT-num_clients_4-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MAX","GAT-num_clients_2-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy","GAT-num_clients_2-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MIN","GAT-num_clients_2-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MAX"
"10","0.5920000076293945","0.5920000076293945","0.5920000076293945","0.6620000004768372","0.6620000004768372","0.6620000004768372","0.7480000257492065","0.7480000257492065","0.7480000257492065","0.7620000243186951","0.7620000243186951","0.7620000243186951"
"11","0.5920000076293945","0.5920000076293945","0.5920000076293945","0.656000018119812","0.656000018119812","0.656000018119812","0.7450000047683716","0.7450000047683716","0.7450000047683716","0.7640000581741333","0.7640000581741333","0.7640000581741333"
"12","0.5839999914169312","0.5839999914169312","0.5839999914169312","0.6690000295639038","0.6690000295639038","0.6690000295639038","0.7369999885559082","0.7369999885559082","0.7369999885559082","0.765999972820282","0.765999972820282","0.765999972820282"
"13","0.5910000205039978","0.5910000205039978","0.5910000205039978","0.6629999876022339","0.6629999876022339","0.6629999876022339","0.7379999756813049","0.7379999756813049","0.7379999756813049","0.7679999470710754","0.7679999470710754","0.7679999470710754"
"14","0.5899999737739563","0.5899999737739563","0.5899999737739563","0.6660000085830688","0.6660000085830688","0.6660000085830688","0.7269999980926514","0.7269999980926514","0.7269999980926514","0.7689999938011169","0.7689999938011169","0.7689999938011169"
"15","0.5910000205039978","0.5910000205039978","0.5910000205039978","0.6650000214576721","0.6650000214576721","0.6650000214576721","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.7710000872612","0.7710000872612","0.7710000872612"
"16","0.5899999737739563","0.5899999737739563","0.5899999737739563","0.6679999828338623","0.6679999828338623","0.6679999828338623","0.734000027179718","0.734000027179718","0.734000027179718","0.7570000290870667","0.7570000290870667","0.7570000290870667"
"17","0.5989999771118164","0.5989999771118164","0.5989999771118164","0.6660000085830688","0.6660000085830688","0.6660000085830688","0.7369999885559082","0.7369999885559082","0.7369999885559082","0.7710000872612","0.7710000872612","0.7710000872612"
"18","0.5979999899864197","0.5979999899864197","0.5979999899864197","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.7310000061988831","0.7310000061988831","0.7310000061988831","0.7719999551773071","0.7719999551773071","0.7719999551773071"
"19","0.6000000238418579","0.6000000238418579","0.6000000238418579","0.671999990940094","0.671999990940094","0.671999990940094","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.7749999761581421","0.7749999761581421","0.7749999761581421"
"20","0.5979999899864197","0.5979999899864197","0.5979999899864197","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.734000027179718","0.734000027179718","0.734000027179718","0.7749999761581421","0.7749999761581421","0.7749999761581421"
"21","0.6079999804496765","0.6079999804496765","0.6079999804496765","0.6729999780654907","0.6729999780654907","0.6729999780654907","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.7719999551773071","0.7719999551773071","0.7719999551773071"
"22","0.6010000109672546","0.6010000109672546","0.6010000109672546","0.6650000214576721","0.6650000214576721","0.6650000214576721","0.7269999980926514","0.7269999980926514","0.7269999980926514","0.7719999551773071","0.7719999551773071","0.7719999551773071"
"23","0.6069999933242798","0.6069999933242798","0.6069999933242798","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.7279999852180481","0.7279999852180481","0.7279999852180481","0.777999997138977","0.777999997138977","0.777999997138977"
"24","0.6029999852180481","0.6029999852180481","0.6029999852180481","0.6759999990463257","0.6759999990463257","0.6759999990463257","0.7260000109672546","0.7260000109672546","0.7260000109672546","0.7640000581741333","0.7640000581741333","0.7640000581741333"
"25","0.6029999852180481","0.6029999852180481","0.6029999852180481","0.6679999828338623","0.6679999828338623","0.6679999828338623","0.7260000109672546","0.7260000109672546","0.7260000109672546","0.7699999809265137","0.7699999809265137","0.7699999809265137"
"26","0.6069999933242798","0.6069999933242798","0.6069999933242798","0.6650000214576721","0.6650000214576721","0.6650000214576721","0.7260000109672546","0.7260000109672546","0.7260000109672546","0.7730000019073486","0.7730000019073486","0.7730000019073486"
"27","0.6050000190734863","0.6050000190734863","0.6050000190734863","0.6729999780654907","0.6729999780654907","0.6729999780654907","0.7250000238418579","0.7250000238418579","0.7250000238418579","0.7710000872612","0.7710000872612","0.7710000872612"
"28","0.6050000190734863","0.6050000190734863","0.6050000190734863","0.6710000038146973","0.6710000038146973","0.6710000038146973","0.7239999771118164","0.7239999771118164","0.7239999771118164","0.7719999551773071","0.7719999551773071","0.7719999551773071"
"29","0.6060000061988831","0.6060000061988831","0.6060000061988831","0.6639999747276306","0.6639999747276306","0.6639999747276306","0.7279999852180481","0.7279999852180481","0.7279999852180481","0.7679999470710754","0.7679999470710754","0.7679999470710754"
"30","0.609000027179718","0.609000027179718","0.609000027179718","0.6639999747276306","0.6639999747276306","0.6639999747276306","0.7170000076293945","0.7170000076293945","0.7170000076293945","0.7570000290870667","0.7570000290870667","0.7570000290870667"
"31","0.609000027179718","0.609000027179718","0.609000027179718","0.6679999828338623","0.6679999828338623","0.6679999828338623","0.7210000157356262","0.7210000157356262","0.7210000157356262","0.7600000500679016","0.7600000500679016","0.7600000500679016"
"32","0.6119999885559082","0.6119999885559082","0.6119999885559082","0.6669999957084656","0.6669999957084656","0.6669999957084656","0.7269999980926514","0.7269999980926514","0.7269999980926514","0.7670000195503235","0.7670000195503235","0.7670000195503235"
"33","0.609000027179718","0.609000027179718","0.609000027179718","0.6650000214576721","0.6650000214576721","0.6650000214576721","0.718999981880188","0.718999981880188","0.718999981880188","0.7609999179840088","0.7609999179840088","0.7609999179840088"
"34","0.6050000190734863","0.6050000190734863","0.6050000190734863","0.671999990940094","0.671999990940094","0.671999990940094","0.7269999980926514","0.7269999980926514","0.7269999980926514","0.7640000581741333","0.7640000581741333","0.7640000581741333"
"35","0.609000027179718","0.609000027179718","0.609000027179718","0.6650000214576721","0.6650000214576721","0.6650000214576721","0.7239999771118164","0.7239999771118164","0.7239999771118164","0.7559999823570251","0.7559999823570251","0.7559999823570251"
"36","0.609000027179718","0.609000027179718","0.609000027179718","0.6700000166893005","0.6700000166893005","0.6700000166893005","0.718999981880188","0.718999981880188","0.718999981880188","0.7590000033378601","0.7590000033378601","0.7590000033378601"
"37","0.6029999852180481","0.6029999852180481","0.6029999852180481","0.6669999957084656","0.6669999957084656","0.6669999957084656","0.722000002861023","0.722000002861023","0.722000002861023","0.7600000500679016","0.7600000500679016","0.7600000500679016"
"38","0.6079999804496765","0.6079999804496765","0.6079999804496765","0.6679999828338623","0.6679999828338623","0.6679999828338623","0.7179999947547913","0.7179999947547913","0.7179999947547913","0.7490000128746033","0.7490000128746033","0.7490000128746033"
"39","0.609000027179718","0.609000027179718","0.609000027179718","0.6669999957084656","0.6669999957084656","0.6669999957084656","0.7250000238418579","0.7250000238418579","0.7250000238418579","0.753000020980835","0.753000020980835","0.753000020980835"
"40","0.6110000014305115","0.6110000014305115","0.6110000014305115","0.6679999828338623","0.6679999828338623","0.6679999828338623","0.7239999771118164","0.7239999771118164","0.7239999771118164","0.7519999742507935","0.7519999742507935","0.7519999742507935"
"41","0.6100000143051147","0.6100000143051147","0.6100000143051147","0.6690000295639038","0.6690000295639038","0.6690000295639038","0.7300000190734863","0.7300000190734863","0.7300000190734863","0.7509999871253967","0.7509999871253967","0.7509999871253967"
"42","0.609000027179718","0.609000027179718","0.609000027179718","0.6629999876022339","0.6629999876022339","0.6629999876022339","0.7269999980926514","0.7269999980926514","0.7269999980926514","0.7519999742507935","0.7519999742507935","0.7519999742507935"
"43","0.6060000061988831","0.6060000061988831","0.6060000061988831","0.6629999876022339","0.6629999876022339","0.6629999876022339","0.7269999980926514","0.7269999980926514","0.7269999980926514","0.7490000128746033","0.7490000128746033","0.7490000128746033"
"44","0.6129999756813049","0.6129999756813049","0.6129999756813049","0.6600000262260437","0.6600000262260437","0.6600000262260437","0.7200000286102295","0.7200000286102295","0.7200000286102295","0.7570000290870667","0.7570000290870667","0.7570000290870667"
"45","0.6079999804496765","0.6079999804496765","0.6079999804496765","0.6650000214576721","0.6650000214576721","0.6650000214576721","0.7260000109672546","0.7260000109672546","0.7260000109672546","0.75","0.75","0.75"
"46","0.6110000014305115","0.6110000014305115","0.6110000014305115","0.6620000004768372","0.6620000004768372","0.6620000004768372","0.722000002861023","0.722000002861023","0.722000002861023","0.7490000128746033","0.7490000128746033","0.7490000128746033"
"47","0.6169999837875366","0.6169999837875366","0.6169999837875366","0.6610000133514404","0.6610000133514404","0.6610000133514404","0.7269999980926514","0.7269999980926514","0.7269999980926514","0.7509999871253967","0.7509999871253967","0.7509999871253967"
"48","0.6010000109672546","0.6010000109672546","0.6010000109672546","0.6650000214576721","0.6650000214576721","0.6650000214576721","0.7239999771118164","0.7239999771118164","0.7239999771118164","0.7559999823570251","0.7559999823570251","0.7559999823570251"
"49","0.6140000224113464","0.6140000224113464","0.6140000224113464","0.6639999747276306","0.6639999747276306","0.6639999747276306","0.7250000238418579","0.7250000238418579","0.7250000238418579","0.746999979019165","0.746999979019165","0.746999979019165"
