"Step","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAdagrad - test_accuracy","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAdagrad - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAdagrad - test_accuracy__MAX","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedOpt - test_accuracy","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedOpt - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedOpt - test_accuracy__MAX","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAdam - test_accuracy","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAdam - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAdam - test_accuracy__MAX","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedYogi - test_accuracy","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedYogi - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedYogi - test_accuracy__MAX","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedProx - test_accuracy","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedProx - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedProx - test_accuracy__MAX","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_100-aggregation_strategy_FedAvg - test_accuracy__MAX","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedAdagrad - test_accuracy","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedAdagrad - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedAdagrad - test_accuracy__MAX","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedOpt - test_accuracy","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedOpt - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedOpt - test_accuracy__MAX","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedAdam - test_accuracy","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedAdam - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedAdam - test_accuracy__MAX","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedYogi - test_accuracy","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedYogi - test_accuracy__MIN","GAT-num_clients_10-percentage_overlap_50-aggregation_strategy_FedYogi - test_accuracy__MAX"
"10","0.5040000081062317","0.5040000081062317","0.5040000081062317","0.5230000019073486","0.5230000019073486","0.5230000019073486","0.47599998116493225","0.47599998116493225","0.47599998116493225","0.5419999957084656","0.5419999957084656","0.5419999957084656","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.4699999690055847","0.4699999690055847","0.4699999690055847","0.48199999034404756","0.48199999034404756","0.48199999034404756","0.4266000032424927","0.4266000032424927","0.4266000032424927","0.5112000077962875","0.5112000077962875","0.5112000077962875","0.4470999985933304","0.4470999985933304","0.4470999985933304"
"11","0.49399998784065247","0.49399998784065247","0.49399998784065247","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.4790000021457672","0.4790000021457672","0.4790000021457672","0.5400000214576721","0.5400000214576721","0.5400000214576721","0.5339999794960022","0.5339999794960022","0.5339999794960022","0.47200000286102295","0.47200000286102295","0.47200000286102295","0.48010000586509705","0.48010000586509705","0.48010000586509705","0.4273000001907349","0.4273000001907349","0.4273000001907349","0.5000000089406967","0.5000000089406967","0.5000000089406967","0.44330000281333926","0.44330000281333926","0.44330000281333926"
"12","0.4970000088214874","0.4970000088214874","0.4970000088214874","0.527999997138977","0.527999997138977","0.527999997138977","0.47599998116493225","0.47599998116493225","0.47599998116493225","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.47200000286102295","0.47200000286102295","0.47200000286102295","0.48209999203681947","0.48209999203681947","0.48209999203681947","0.4290999978780746","0.4290999978780746","0.4290999978780746","0.4942999929189682","0.4942999929189682","0.4942999929189682","0.4389000028371811","0.4389000028371811","0.4389000028371811"
"13","0.4899999797344208","0.4899999797344208","0.4899999797344208","0.531000018119812","0.531000018119812","0.531000018119812","0.4740000069141388","0.4740000069141388","0.4740000069141388","0.5210000276565552","0.5210000276565552","0.5210000276565552","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.4690000116825104","0.4690000116825104","0.4690000116825104","0.48199998438358305","0.48199998438358305","0.48199998438358305","0.42720001339912417","0.42720001339912417","0.42720001339912417","0.5041000008583069","0.5041000008583069","0.5041000008583069","0.4388999968767166","0.4388999968767166","0.4388999968767166"
"14","0.4959999918937683","0.4959999918937683","0.4959999918937683","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.46799999475479126","0.46799999475479126","0.46799999475479126","0.5120000243186951","0.5120000243186951","0.5120000243186951","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.4699999690055847","0.4699999690055847","0.4699999690055847","0.48609999716281893","0.48609999716281893","0.48609999716281893","0.42670000791549684","0.42670000791549684","0.42670000791549684","0.5093999981880188","0.5093999981880188","0.5093999981880188","0.4379999995231628","0.4379999995231628","0.4379999995231628"
"15","0.49799999594688416","0.49799999594688416","0.49799999594688416","0.5320000052452087","0.5320000052452087","0.5320000052452087","0.47999998927116394","0.47999998927116394","0.47999998927116394","0.5109999775886536","0.5109999775886536","0.5109999775886536","0.5360000133514404","0.5360000133514404","0.5360000133514404","0.4740000069141388","0.4740000069141388","0.4740000069141388","0.478600001335144","0.478600001335144","0.478600001335144","0.4289000004529953","0.4289000004529953","0.4289000004529953","0.5062000066041946","0.5062000066041946","0.5062000066041946","0.43669999539852145","0.43669999539852145","0.43669999539852145"
"16","0.4959999918937683","0.4959999918937683","0.4959999918937683","0.5370000004768372","0.5370000004768372","0.5370000004768372","0.48500001430511475","0.48500001430511475","0.48500001430511475","0.5080000162124634","0.5080000162124634","0.5080000162124634","0.5329999923706055","0.5329999923706055","0.5329999923706055","0.47300001978874207","0.47300001978874207","0.47300001978874207","0.4849999964237213","0.4849999964237213","0.4849999964237213","0.4275000035762787","0.4275000035762787","0.4275000035762787","0.4988000005483627","0.4988000005483627","0.4988000005483627","0.4367999941110611","0.4367999941110611","0.4367999941110611"
"17","0.4950000047683716","0.4950000047683716","0.4950000047683716","0.5329999923706055","0.5329999923706055","0.5329999923706055","0.48100000619888306","0.48100000619888306","0.48100000619888306","0.5120000243186951","0.5120000243186951","0.5120000243186951","0.5329999923706055","0.5329999923706055","0.5329999923706055","0.47300001978874207","0.47300001978874207","0.47300001978874207","0.4792000025510788","0.4792000025510788","0.4792000025510788","0.4275999963283539","0.4275999963283539","0.4275999963283539","0.49040000438690184","0.49040000438690184","0.49040000438690184","0.4371999979019165","0.4371999979019165","0.4371999979019165"
"18","0.503000020980835","0.503000020980835","0.503000020980835","0.5379999876022339","0.5379999876022339","0.5379999876022339","0.4749999940395355","0.4749999940395355","0.4749999940395355","0.5139999985694885","0.5139999985694885","0.5139999985694885","0.531000018119812","0.531000018119812","0.531000018119812","0.4790000021457672","0.4790000021457672","0.4790000021457672","0.484100005030632","0.484100005030632","0.484100005030632","0.4256999909877777","0.4256999909877777","0.4256999909877777","0.5043000042438507","0.5043000042438507","0.5043000042438507","0.43639999628067017","0.43639999628067017","0.43639999628067017"
"19","0.4950000047683716","0.4950000047683716","0.4950000047683716","0.5389999747276306","0.5389999747276306","0.5389999747276306","0.47099998593330383","0.47099998593330383","0.47099998593330383","0.5180000066757202","0.5180000066757202","0.5180000066757202","0.5350000262260437","0.5350000262260437","0.5350000262260437","0.4740000069141388","0.4740000069141388","0.4740000069141388","0.47880000472068784","0.47880000472068784","0.47880000472068784","0.42259998619556427","0.42259998619556427","0.42259998619556427","0.5073000013828277","0.5073000013828277","0.5073000013828277","0.4369000017642975","0.4369000017642975","0.4369000017642975"
"20","0.5070000290870667","0.5070000290870667","0.5070000290870667","0.5360000133514404","0.5360000133514404","0.5360000133514404","0.47699999809265137","0.47699999809265137","0.47699999809265137","0.5180000066757202","0.5180000066757202","0.5180000066757202","0.5329999923706055","0.5329999923706055","0.5329999923706055","0.47999998927116394","0.47999998927116394","0.47999998927116394","0.4814999997615814","0.4814999997615814","0.4814999997615814","0.4274000018835068","0.4274000018835068","0.4274000018835068","0.5077999979257584","0.5077999979257584","0.5077999979257584","0.436299991607666","0.436299991607666","0.436299991607666"
"21","0.4950000047683716","0.4950000047683716","0.4950000047683716","0.5350000262260437","0.5350000262260437","0.5350000262260437","0.47599998116493225","0.47599998116493225","0.47599998116493225","0.5210000276565552","0.5210000276565552","0.5210000276565552","0.5350000262260437","0.5350000262260437","0.5350000262260437","0.4830000102519989","0.4830000102519989","0.4830000102519989","0.48170000314712524","0.48170000314712524","0.48170000314712524","0.4284999996423721","0.4284999996423721","0.4284999996423721","0.4952000051736832","0.4952000051736832","0.4952000051736832","0.4361000031232834","0.4361000031232834","0.4361000031232834"
"22","0.4930000305175781","0.4930000305175781","0.4930000305175781","0.5389999747276306","0.5389999747276306","0.5389999747276306","0.46299999952316284","0.46299999952316284","0.46299999952316284","0.5210000276565552","0.5210000276565552","0.5210000276565552","0.5370000004768372","0.5370000004768372","0.5370000004768372","0.47699999809265137","0.47699999809265137","0.47699999809265137","0.4808999866247177","0.4808999866247177","0.4808999866247177","0.42759999334812165","0.42759999334812165","0.42759999334812165","0.4913000077009201","0.4913000077009201","0.4913000077009201","0.43539999127388","0.43539999127388","0.43539999127388"
"23","0.49900004267692566","0.49900004267692566","0.49900004267692566","0.5350000262260437","0.5350000262260437","0.5350000262260437","0.47300001978874207","0.47300001978874207","0.47300001978874207","0.5220000147819519","0.5220000147819519","0.5220000147819519","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.47699999809265137","0.47699999809265137","0.47699999809265137","0.48690000772476194","0.48690000772476194","0.48690000772476194","0.4273000031709671","0.4273000031709671","0.4273000031709671","0.4933999925851822","0.4933999925851822","0.4933999925851822","0.436299991607666","0.436299991607666","0.436299991607666"
"24","0.49900004267692566","0.49900004267692566","0.49900004267692566","0.5320000052452087","0.5320000052452087","0.5320000052452087","0.48500001430511475","0.48500001430511475","0.48500001430511475","0.5249999761581421","0.5249999761581421","0.5249999761581421","0.5260000228881836","0.5260000228881836","0.5260000228881836","0.4740000069141388","0.4740000069141388","0.4740000069141388","0.4800999999046326","0.4800999999046326","0.4800999999046326","0.4264999985694885","0.4264999985694885","0.4264999985694885","0.5089999973773957","0.5089999973773957","0.5089999973773957","0.4358000010251999","0.4358000010251999","0.4358000010251999"
"25","0.4930000305175781","0.4930000305175781","0.4930000305175781","0.531000018119812","0.531000018119812","0.531000018119812","0.47099998593330383","0.47099998593330383","0.47099998593330383","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.5389999747276306","0.5389999747276306","0.5389999747276306","0.48100000619888306","0.48100000619888306","0.48100000619888306","0.48619999289512633","0.48619999289512633","0.48619999289512633","0.4254000008106232","0.4254000008106232","0.4254000008106232","0.5207000076770782","0.5207000076770782","0.5207000076770782","0.4368000000715256","0.4368000000715256","0.4368000000715256"
"26","0.4909999966621399","0.4909999966621399","0.4909999966621399","0.5370000004768372","0.5370000004768372","0.5370000004768372","0.47099998593330383","0.47099998593330383","0.47099998593330383","0.531000018119812","0.531000018119812","0.531000018119812","0.5239999890327454","0.5239999890327454","0.5239999890327454","0.4830000102519989","0.4830000102519989","0.4830000102519989","0.4779000014066696","0.4779000014066696","0.4779000014066696","0.4239000082015991","0.4239000082015991","0.4239000082015991","0.5132000029087067","0.5132000029087067","0.5132000029087067","0.43569999635219575","0.43569999635219575","0.43569999635219575"
"27","0.48399999737739563","0.48399999737739563","0.48399999737739563","0.5389999747276306","0.5389999747276306","0.5389999747276306","0.47300001978874207","0.47300001978874207","0.47300001978874207","0.531000018119812","0.531000018119812","0.531000018119812","0.5239999890327454","0.5239999890327454","0.5239999890327454","0.4819999933242798","0.4819999933242798","0.4819999933242798","0.4840999931097031","0.4840999931097031","0.4840999931097031","0.42539999783039095","0.42539999783039095","0.42539999783039095","0.4912000000476837","0.4912000000476837","0.4912000000476837","0.4356999933719635","0.4356999933719635","0.4356999933719635"
"28","0.49900004267692566","0.49900004267692566","0.49900004267692566","0.5320000052452087","0.5320000052452087","0.5320000052452087","0.4740000069141388","0.4740000069141388","0.4740000069141388","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.5239999890327454","0.5239999890327454","0.5239999890327454","0.4830000102519989","0.4830000102519989","0.4830000102519989","0.48059999048709867","0.48059999048709867","0.48059999048709867","0.4259999990463257","0.4259999990463257","0.4259999990463257","0.48730000853538513","0.48730000853538513","0.48730000853538513","0.43639999330043794","0.43639999330043794","0.43639999330043794"
"29","0.492000013589859","0.492000013589859","0.492000013589859","0.5329999923706055","0.5329999923706055","0.5329999923706055","0.4699999690055847","0.4699999690055847","0.4699999690055847","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.5239999890327454","0.5239999890327454","0.5239999890327454","0.47699999809265137","0.47699999809265137","0.47699999809265137","0.4818999856710434","0.4818999856710434","0.4818999856710434","0.4248999983072281","0.4248999983072281","0.4248999983072281","0.491199991106987","0.491199991106987","0.491199991106987","0.4347000032663345","0.4347000032663345","0.4347000032663345"
"30","0.492000013589859","0.492000013589859","0.492000013589859","0.5350000262260437","0.5350000262260437","0.5350000262260437","0.45600003004074097","0.45600003004074097","0.45600003004074097","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.47999998927116394","0.47999998927116394","0.47999998927116394","0.4822999954223633","0.4822999954223633","0.4822999954223633","0.4260000020265579","0.4260000020265579","0.4260000020265579","0.4972000062465668","0.4972000062465668","0.4972000062465668","0.4358000010251999","0.4358000010251999","0.4358000010251999"
"31","0.49799999594688416","0.49799999594688416","0.49799999594688416","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.46700000762939453","0.46700000762939453","0.46700000762939453","0.527999997138977","0.527999997138977","0.527999997138977","0.5239999890327454","0.5239999890327454","0.5239999890327454","0.4779999852180481","0.4779999852180481","0.4779999852180481","0.48320000171661376","0.48320000171661376","0.48320000171661376","0.4263999968767166","0.4263999968767166","0.4263999968767166","0.5067000061273574","0.5067000061273574","0.5067000061273574","0.4358999997377396","0.4358999997377396","0.4358999997377396"
"32","0.4930000305175781","0.4930000305175781","0.4930000305175781","0.5320000052452087","0.5320000052452087","0.5320000052452087","0.47099998593330383","0.47099998593330383","0.47099998593330383","0.527999997138977","0.527999997138977","0.527999997138977","0.5329999923706055","0.5329999923706055","0.5329999923706055","0.47300001978874207","0.47300001978874207","0.47300001978874207","0.4787999987602234","0.4787999987602234","0.4787999987602234","0.42960000336170195","0.42960000336170195","0.42960000336170195","0.502300015091896","0.502300015091896","0.502300015091896","0.43389999568462373","0.43389999568462373","0.43389999568462373"
"33","0.49900004267692566","0.49900004267692566","0.49900004267692566","0.5320000052452087","0.5320000052452087","0.5320000052452087","0.4830000102519989","0.4830000102519989","0.4830000102519989","0.527999997138977","0.527999997138977","0.527999997138977","0.531000018119812","0.531000018119812","0.531000018119812","0.4779999852180481","0.4779999852180481","0.4779999852180481","0.48019999563694","0.48019999563694","0.48019999563694","0.43019999563694","0.43019999563694","0.43019999563694","0.5052999973297119","0.5052999973297119","0.5052999973297119","0.43410000801086424","0.43410000801086424","0.43410000801086424"
"34","0.4950000047683716","0.4950000047683716","0.4950000047683716","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.48399999737739563","0.48399999737739563","0.48399999737739563","0.527999997138977","0.527999997138977","0.527999997138977","0.531000018119812","0.531000018119812","0.531000018119812","0.47200000286102295","0.47200000286102295","0.47200000286102295","0.4797999978065491","0.4797999978065491","0.4797999978065491","0.4293999940156937","0.4293999940156937","0.4293999940156937","0.5074000060558319","0.5074000060558319","0.5074000060558319","0.4321000039577484","0.4321000039577484","0.4321000039577484"
"35","0.4860000014305115","0.4860000014305115","0.4860000014305115","0.5299999713897705","0.5299999713897705","0.5299999713897705","0.47699999809265137","0.47699999809265137","0.47699999809265137","0.531000018119812","0.531000018119812","0.531000018119812","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.4690000116825104","0.4690000116825104","0.4690000116825104","0.48049999475479127","0.48049999475479127","0.48049999475479127","0.43240000307559967","0.43240000307559967","0.43240000307559967","0.5023999989032746","0.5023999989032746","0.5023999989032746","0.4322000116109848","0.4322000116109848","0.4322000116109848"
"36","0.5019999742507935","0.5019999742507935","0.5019999742507935","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.46700000762939453","0.46700000762939453","0.46700000762939453","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5320000052452087","0.5320000052452087","0.5320000052452087","0.46799999475479126","0.46799999475479126","0.46799999475479126","0.48019999265670776","0.48019999265670776","0.48019999265670776","0.4313000082969666","0.4313000082969666","0.4313000082969666","0.5042999982833862","0.5042999982833862","0.5042999982833862","0.43120000660419466","0.43120000660419466","0.43120000660419466"
"37","0.4909999966621399","0.4909999966621399","0.4909999966621399","0.5320000052452087","0.5320000052452087","0.5320000052452087","0.46799999475479126","0.46799999475479126","0.46799999475479126","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.46700000762939453","0.46700000762939453","0.46700000762939453","0.48470000326633456","0.48470000326633456","0.48470000326633456","0.43090000152587893","0.43090000152587893","0.43090000152587893","0.49590000212192537","0.49590000212192537","0.49590000212192537","0.43179999589920043","0.43179999589920043","0.43179999589920043"
"38","0.4930000305175781","0.4930000305175781","0.4930000305175781","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.47099998593330383","0.47099998593330383","0.47099998593330383","0.5249999761581421","0.5249999761581421","0.5249999761581421","0.5199999809265137","0.5199999809265137","0.5199999809265137","0.4690000116825104","0.4690000116825104","0.4690000116825104","0.48109999895095823","0.48109999895095823","0.48109999895095823","0.43030000329017637","0.43030000329017637","0.43030000329017637","0.495400008559227","0.495400008559227","0.495400008559227","0.43339999914169314","0.43339999914169314","0.43339999914169314"
"39","0.492000013589859","0.492000013589859","0.492000013589859","0.5210000276565552","0.5210000276565552","0.5210000276565552","0.4830000102519989","0.4830000102519989","0.4830000102519989","0.5260000228881836","0.5260000228881836","0.5260000228881836","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.47200000286102295","0.47200000286102295","0.47200000286102295","0.48569999933242797","0.48569999933242797","0.48569999933242797","0.42850000560283663","0.42850000560283663","0.42850000560283663","0.4979000061750412","0.4979000061750412","0.4979000061750412","0.43329999446868894","0.43329999446868894","0.43329999446868894"
"40","0.48899999260902405","0.48899999260902405","0.48899999260902405","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.4880000054836273","0.4880000054836273","0.4880000054836273","0.527999997138977","0.527999997138977","0.527999997138977","0.527999997138977","0.527999997138977","0.527999997138977","0.4749999940395355","0.4749999940395355","0.4749999940395355","0.48310000002384185","0.48310000002384185","0.48310000002384185","0.4321999967098236","0.4321999967098236","0.4321999967098236","0.5042000085115432","0.5042000085115432","0.5042000085115432","0.4331000030040741","0.4331000030040741","0.4331000030040741"
